# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
  k141_90218_15       K10542  733.70   86.2     2e-25 methyl-galactoside transport system ATP-binding protein [EC:7.5.2.11]
  k141_90218_15       K05033 2479.57   85.5   1.6e-25 ATP-binding cassette subfamily C (CFTR/MRP) member 9
  k141_90218_15       K02471  416.63   84.5   5.8e-25 vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein
  k141_90218_15       K18894 1948.93   84.0   5.7e-25 ATP-binding cassette, subfamily B, multidrug efflux pump
  k141_90218_15       K24910  484.40   83.8   1.1e-24 ATP-binding cassette, subfamily B, bacterial RamA/AmfB
  k141_90218_15       K05681  594.03   82.6   2.2e-24 ATP-binding cassette, subfamily G (WHITE), member 2
  k141_90218_15       K06074  248.97   82.4     4e-24 vitamin B12 transport system ATP-binding protein [EC:7.6.2.8]
  k141_90218_15       K18217  810.67   82.2   3.2e-24 ATP-binding cassette, subfamily B, tetracycline resistant protein
  k141_90218_15       K09691  383.97   81.5   7.6e-24 homopolymeric O-antigen transport system ATP-binding protein [EC:7.5.2.14]
  k141_90218_15       K05651 2690.90   80.3   4.4e-24 ATP-binding cassette, subfamily A (ABC1), member 9
  k141_90218_15       K11706  388.67   80.0   2.4e-23 iron/zinc/manganese/copper transport system ATP-binding protein
  k141_90218_15       K05649 2645.53   79.4   1.3e-23 ATP-binding cassette, subfamily A (ABC1), member 6
  k141_90218_15       K05664 1946.90   78.3   2.8e-23 ATP-binding cassette, subfamily B (MDR/TAP), member 11
  k141_90218_15       K05654  872.23   77.9   5.6e-23 ATP-binding cassette, subfamily B (MDR/TAP), member 3 [EC:7.4.2.14]
  k141_90218_15       K25283  193.23   76.4   1.9e-22 iron-siderophore transport system permease protein
  k141_90218_15       K19229  455.50   74.9   6.8e-22 cationic peptide transport system ATP-binding protein
  k141_90218_15       K12292 1402.93   74.0     1e-21 ATP-binding cassette, subfamily C, bacterial, competence factor transporting protein [EC:3.4.22.-]
  k141_90218_15       K05650 2997.77   73.8   5.9e-22 ATP-binding cassette, subfamily A (ABC1), member 8
  k141_90218_15       K05032 2741.93   73.8   6.3e-22 ATP-binding cassette subfamily C (CFTR/MRP) member 8
  k141_90218_15       K09693  387.27   73.6     2e-21 teichoic acid transport system ATP-binding protein [EC:7.5.2.4]
  k141_90218_15       K18216  816.60   73.2   1.5e-21 ATP-binding cassette, subfamily B, tetracycline resistant protein
  k141_90218_15       K25106  221.53   72.9   3.1e-21 nickel transport system ATP-binding protein [EC:7.2.2.11]
  k141_90218_15       K06160  592.60   72.2   3.6e-21 putative pyoverdin transport system ATP-binding/permease protein
  k141_90218_15       K07128  159.30   71.8   4.8e-21 uncharacterized protein
  k141_90218_15       K05652 2907.27   71.1     4e-21 ATP-binding cassette, subfamily A (ABC1), member 10
  k141_90218_15       K05683  551.97   70.1   1.3e-20 ATP-binding cassette, subfamily G (WHITE), member 5 (sterolin 1)
  k141_90218_15       K12537  380.33   69.2   2.4e-20 membrane fusion protein, type I secretion system
  k141_90218_15       K05673 1520.47   67.6   4.9e-20 ATP-binding cassette, subfamily C (CFTR/MRP), member 4
  k141_90218_15       K05680 1081.60   66.0   1.9e-19 ATP-binding cassette, subfamily G (WHITE), member 4
  k141_90218_15       K05684  537.97   64.1   9.2e-19 ATP-binding cassette, subfamily G (WHITE), member 8 (sterolin 2)
  k141_90218_15       K05672 2052.23   63.2     1e-18 ATP-binding cassette, subfamily C (CFTR/MRP), member 12
  k141_90218_15       K09819  394.67   63.0   2.4e-18 manganese/iron transport system permease protein
  k141_90218_15       K19762 1470.60   62.9   1.9e-18 ATP-binding cassette, subfamily B, HAIF transporter
  k141_90218_15       K05679  722.80   61.6   4.5e-18 ATP-binding cassette, subfamily G (WHITE), member 1
  k141_90218_15       K05656  914.17   60.1   1.2e-17 ATP-binding cassette, subfamily B (MDR/TAP), member 9
  k141_90218_15       K05678  482.47   56.8   1.5e-16 ATP-binding cassette, subfamily D (ALD), member 4 [EC:7.6.2.8]
  k141_90218_15       K05655  723.33   56.6   1.5e-16 ATP-binding cassette, subfamily B (MDR/TAP), member 8
  k141_90218_15       K09013  166.17   55.9   3.6e-16 Fe-S cluster assembly ATP-binding protein
  k141_90218_15       K06161  990.70   55.8   3.7e-16 putative syringomycin transport system ATP-binding/permease protein
  k141_90218_15       K01912  262.83   54.6   7.3e-16 phenylacetate-CoA ligase [EC:6.2.1.30]
  k141_90218_15       K05671 2010.10   54.5   4.2e-16 ATP-binding cassette, subfamily C (CFTR/MRP), member 11
  k141_90218_15       K05666 1835.00   54.4   2.1e-16 ATP-binding cassette, subfamily C (CFTR/MRP), member 2
  k141_90218_15       K07225  212.23   53.1     2e-15 putative hemin transport protein
  k141_90218_15       K21396  611.20   52.5   2.1e-15 ATP-binding cassette, subfamily G (WHITE), eye pigment precursor transporter
  k141_90218_15       K19350  345.23   51.9   6.5e-15 lincosamide and streptogramin A transport system ATP-binding/permease protein
  k141_90218_15       K06174  244.07   50.3   1.5e-14 ATP-binding cassette, sub-family E, member 1
  k141_90218_15       K05669 2239.07   48.7   2.7e-14 ATP-binding cassette, subfamily C (CFTR/MRP), member 6
  k141_90218_15       K18231  455.20   48.3   6.4e-14 macrolide transport system ATP-binding/permease protein
  k141_90218_15       K06185  769.60   48.3     6e-14 ATP-binding cassette, subfamily F, member 2
  k141_90218_15       K05668 1945.77   48.3   3.2e-14 ATP-binding cassette, subfamily C (CFTR/MRP), member 5
  k141_90218_15       K27614  276.90   47.9   1.7e-13 antilisterial bacteriocin subtilosin biosynthesis transport system ATP-binding protein
  k141_90218_15       K12608  152.27   47.7   1.6e-13 CCR4-NOT complex subunit CAF16
  k141_90218_15       K18230  481.43   45.3   5.8e-13 macrolide transport system ATP-binding/permease protein
  k141_90218_15       K23329  897.50   45.0   4.6e-13 ATP-binding cassette, subfamily B, vacuolar membrane transporter HMT1/ACLQ
  k141_90218_15       K05031 1334.53   42.2   2.1e-12 cystic fibrosis transmembrane conductance regulator [EC:5.6.1.6]
  k141_90218_15       K19349  683.07   41.8   5.4e-12 pleuromutilin/lincosamide/streptogramin A transport system ATP-binding/permease protein
  k141_90218_15       K05667 2518.60   41.7   3.4e-12 ATP-binding cassette, subfamily C (CFTR/MRP), member 3
  k141_90218_15       K02034  250.20   40.7   1.4e-11 peptide/nickel transport system permease protein
  k141_90218_15       K02029  216.97   40.6   1.5e-11 polar amino acid transport system permease protein
  k141_90218_15       K09689  240.70   40.4   2.4e-11 capsular polysaccharide transport system ATP-binding protein [EC:7.6.2.12]
  k141_90218_15       K08712 1930.00   37.5   5.9e-11 ATP-binding cassette, subfamily G (WHITE), member 2, SNQ2
  k141_90218_15       K06020  637.00   37.4   1.5e-10 energy-dependent translational throttle protein EttA
  k141_90218_15       K01998  245.47   35.3     6e-10 branched-chain amino acid transport system permease protein
  k141_90218_15       K08711 1298.77   34.4   5.3e-10 ATP-binding cassette, subfamily G (WHITE), member 2, PDR
  k141_90218_15       K02001  254.33   34.0   1.6e-09 glycine betaine/proline transport system permease protein
  k141_90218_15       K03235  560.73   33.7   1.2e-09 elongation factor 3
  k141_90218_15       K22923  270.73   32.7   6.2e-09 Vi polysaccharide transport system ATP-binding protein [EC:7.6.2.12]
  k141_90218_15       K03701  316.83   30.6   9.1e-09 excinuclease ABC subunit A
  k141_90218_15       K16917  239.53   29.8   5.2e-08 putative peptide transport system ATP-binding protein
  k141_90218_15       K05670 1728.43   29.0   2.2e-08 ATP-binding cassette, subfamily C (CFTR/MRP), member 13
  k141_90218_15       K15628  879.30   27.4   9.8e-08 ATP-binding cassette, subfamily D (ALD), peroxisomal long-chain fatty acid import protein [EC:7.6.2.4]
  k141_90218_15       K05676 1243.33   25.8   3.5e-07 ATP-binding cassette, subfamily D (ALD), member 2 [EC:7.6.2.4]
  k141_90218_15       K03546  190.87   25.6   4.7e-07 DNA repair protein SbcC/Rad50
  k141_90218_15       K06184  745.83   25.1   5.8e-07 ATP-binding cassette, subfamily F, member 1
  k141_90218_15       K06662  158.93   24.9   7.8e-07 cell cycle checkpoint protein
  k141_90218_15       K11367 2003.30   24.1     5e-07 chromodomain-helicase-DNA-binding protein 1 [EC:5.6.2.-]
  k141_90218_15       K02011  343.43   23.9   1.2e-06 iron(III) transport system permease protein
  k141_90218_15       K02015  339.60   23.1   2.8e-06 iron complex transport system permease protein
  k141_90218_15       K25819  717.80   20.6   7.2e-06 ATP-binding cassette, subfamily D (ALD), peroxisomal ABC transporter [EC:7.6.2.4]
  k141_90218_15       K06949   84.73   18.9   7.5e-05 ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]
  k141_90218_15       K04767  138.13   18.8   9.7e-05 acetoin utilization protein AcuB
  k141_90218_15       K07182  121.30   18.3   7.8e-05 CBS domain-containing protein
  k141_90218_15       K05675 1344.23   18.1   5.7e-05 ATP-binding cassette, subfamily D (ALD), member 1 [EC:7.6.2.4]
  k141_90218_15       K26110  586.93   18.0   0.00015 GMP reductase [EC:1.7.1.7]
  k141_90218_15       K07505  175.93   17.2   0.00026 regulatory protein RepA
  k141_90218_15       K05677  790.50   16.6   0.00024 ATP-binding cassette, subfamily D (ALD), member 3 [EC:7.6.2.4]
  k141_90218_15       K07459  126.53   16.4   0.00037 putative ATP-dependent endonuclease of the OLD family
  k141_90218_15       K00942  183.03   16.3   0.00054 guanylate kinase [EC:2.7.4.8]
  k141_90218_15       K12283  349.53   15.8   0.00068 MSHA biogenesis protein MshM
  k141_90218_15       K02188  174.40   15.4   0.00066 cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]
  k141_90218_15       K25181  399.37   15.1   0.00076 drug efflux transport system permease protein
  k141_90218_15       K07168  101.07   14.7   0.00081 CBS domain-containing membrane protein
  k141_90218_15       K07180  296.33   14.6   0.00093 serine protein kinase
  k141_90218_15       K02404  162.77   14.1     0.002 flagellar biosynthesis protein FlhF
  k141_90218_15       K07133  107.93   12.8    0.0034 uncharacterized protein
  k141_90218_15       K19171  192.30   12.7    0.0038 DNA sulfur modification protein DndD
  k141_90218_15       K06947  144.60   12.7    0.0039 polynucleotide 5'-hydroxyl-kinase GRC3/NOL9 [EC:2.7.1.-]
  k141_90218_15       K17680  267.63   12.5    0.0044 twinkle protein [EC:5.6.2.3]
  k141_90218_15       K06213  105.57   12.2     0.006 magnesium transporter
  k141_90218_15       K06041  178.20   12.2    0.0085 arabinose-5-phosphate isomerase [EC:5.3.1.13]
  k141_90218_15       K01338  874.23   11.9    0.0066 ATP-dependent Lon protease [EC:3.4.21.53]
  k141_90218_15       K27086  949.50   11.8     0.004 ESX secretion system protein EccC
  k141_90218_15       K05774  112.93   11.8    0.0094 ribose 1,5-bisphosphokinase [EC:2.7.4.23]
  k141_90218_15       K01697  442.40   11.6     0.008 cystathionine beta-synthase [EC:4.2.1.22]
  k141_90218_15       K02669  497.53   11.3     0.015 twitching motility protein PilT
  k141_90218_15       K07478  196.97   11.0     0.012 putative ATPase
  k141_90218_15       K00851   61.47   10.8      0.03 gluconokinase [EC:2.7.1.12]
  k141_90218_15       K02454  632.50   10.7     0.017 general secretion pathway protein E [EC:7.4.2.8]
  k141_90218_15       K03924  108.63   10.5      0.02 MoxR-like ATPase [EC:3.6.3.-]
  k141_90218_15       K04748  193.10   10.3     0.034 nitric oxide reductase NorQ protein
  k141_90218_15       K22999  436.87   10.2      0.03 torsin-2A
  k141_90218_15       K23774   88.20    9.4     0.066 DeoR family transcriptional regulator, catabolite repression regulator
  k141_90218_15       K10414 3029.53    8.2     0.019 dynein cytoplasmic 2 heavy chain
* k141_90218_16       K05846  175.53  237.4   4.7e-71 osmoprotectant transport system permease protein
  k141_90218_16       K05845  185.10  113.6   1.1e-33 osmoprotectant transport system substrate-binding protein
  k141_90218_16       K02001  254.33  107.4   9.4e-32 glycine betaine/proline transport system permease protein
  k141_90218_16       K02050  136.90   91.2   6.4e-27 NitT/TauT family transport system permease protein
  k141_90218_16       K24986  276.53   81.8   4.8e-24 putative riboflavin transport system permease protein
  k141_90218_16       K15554  242.03   78.0   7.2e-23 sulfonate transport system permease protein
  k141_90218_16       K24988  382.30   57.7   1.4e-16 putative thiamine transport system permease protein
  k141_90218_16       K15599  284.20   55.7   5.5e-16 putative hydroxymethylpyrimidine transport system permease protein
  k141_90218_16       K15552  275.07   55.2   7.6e-16 taurine transport system permease protein
  k141_90218_16       K02053  247.40   50.6   1.5e-14 putative spermidine/putrescine transport system permease protein
  k141_90218_16       K02072  128.57   47.8   1.3e-13 D-methionine transport system permease protein
  k141_90218_16       K15577  289.10   46.5   2.5e-13 nitrate/nitrite transport system permease protein
  k141_90218_16       K02042  117.40   45.3   6.5e-13 phosphonate transport system permease protein
  k141_90218_16       K02063  334.97   43.5   1.9e-12 thiamine transport system permease protein
  k141_90218_16       K02011  343.43   42.2   3.4e-12 iron(III) transport system permease protein
  k141_90218_16       K15557       -   34.9     1e-09 phthalate transport system permease protein
  k141_90218_16       K11070  275.63   34.5   9.2e-10 spermidine/putrescine transport system permease protein
  k141_90218_16       K11071  286.90   31.7   7.9e-09 spermidine/putrescine transport system permease protein
  k141_90218_16       K10229  316.20   28.1   1.5e-07 polyol transport system permease protein
  k141_90218_16       K02002  134.30   27.9   9.6e-08 glycine betaine/proline transport system substrate-binding protein
  k141_90218_16       K13894  390.10   23.4   2.3e-06 microcin C transport system permease protein
  k141_90218_16       K15496  255.13   23.3   3.1e-06 molybdate/tungstate transport system permease protein
  k141_90218_16       K02038  252.73   23.2     3e-06 phosphate transport system permease protein
  k141_90218_16       K11951  458.07   23.1     4e-06 bicarbonate transport system permease protein
  k141_90218_16       K11074  326.33   22.9   4.7e-06 putrescine transport system permease protein
  k141_90218_16       K10019  310.13   21.9   1.4e-05 octopine/nopaline transport system permease protein
  k141_90218_16       K10241  357.87   21.1   1.4e-05 cellobiose transport system permease protein
  k141_90218_16       K16958  276.97   20.9   2.1e-05 L-cystine transport system permease protein
  k141_90218_16       K11083  292.13   20.9   1.6e-05 2-aminoethylphosphonate transport system permease protein
  k141_90218_16       K11078  333.90   20.3   2.7e-05 mannopine transport system permease protein
  k141_90218_16       K10007  264.80   20.0   3.3e-05 glutamate transport system permease protein
  k141_90218_16       K11079  368.33   19.1   7.1e-05 mannopine transport system permease protein
  k141_90218_16       K25087  347.50   18.2   0.00014 maltose transport system permease protein
  k141_90218_16       K10118  336.30   18.2    0.0001 raffinose/stachyose/melibiose transport system permease protein
  k141_90218_16       K02054  297.97   17.9   0.00012 putative spermidine/putrescine transport system permease protein
  k141_90218_16       K10237  360.33   16.7   0.00035 trehalose/maltose transport system permease protein
  k141_90218_16       K19227  369.23   16.6   0.00039 cationic peptide transport system permease protein
  k141_90218_16       K10024  330.07   16.6   0.00047 arginine/ornithine transport system permease protein
  k141_90218_16       K10003  261.10   16.4   0.00051 glutamate/aspartate transport system permease protein
  k141_90218_16       K10201  331.03   16.2   0.00051 N-acetylglucosamine transport system permease protein
  k141_90218_16       K17235  337.70   16.1   0.00069 arabinooligosaccharide transport system permease protein
  k141_90218_16       K10121  371.53   15.9   0.00056 fructooligosaccharide transport system permease protein
  k141_90218_16       K09970  382.77   15.9   0.00044 general L-amino acid transport system permease protein
  k141_90218_16       K16959  255.50   15.8   0.00081 L-cystine transport system permease protein
  k141_90218_16       K11075  337.33   15.4   0.00078 putrescine transport system permease protein
  k141_90218_16       K23063  253.97   15.3    0.0011 hydroxyproline transport system permease protein
  k141_90218_16       K15771  396.60   15.3   0.00074 arabinogalactan oligomer / maltooligosaccharide transport system permease protein
  k141_90218_16       K25675  422.57   15.2    0.0012 polygalacturonan/rhamnogalacturonan transport system permease protein
  k141_90218_16       K10189  354.67   15.2    0.0012 lactose/L-arabinose transport system permease protein
  k141_90218_16       K02025  288.80   15.2   0.00086 multiple sugar transport system permease protein
  k141_90218_16       K02018  252.17   15.2   0.00065 molybdate transport system permease protein
  k141_90218_16       K15585  405.53   15.1    0.0011 nickel transport system permease protein
  k141_90218_16       K10023  311.50   15.1    0.0015 arginine/ornithine transport system permease protein
  k141_90218_16       K05288  503.53   14.9    0.0003 GPI ethanolamine phosphate transferase 3 subunit O [EC:2.7.-.-]
  k141_90218_16       K17073  535.17   14.8   0.00083 putative lysine transport system substrate-binding protein
  k141_90218_16       K10193  421.03   14.8    0.0016 oligogalacturonide transport system permease protein
  k141_90218_16       K25677  438.40   14.2    0.0016 pectin-derived oligosaccharide transport system permease protein
  k141_90218_16       K17313  286.37   14.1    0.0031 trehalose transport system permease protein
  k141_90218_16       K23062  297.53   13.8    0.0041 hydroxyproline transport system permease protein
  k141_90218_16       K17074  508.33   13.1    0.0031 putative lysine transport system permease protein
  k141_90218_16       K10119  298.73   13.1    0.0032 raffinose/stachyose/melibiose transport system permease protein
  k141_90218_16       K15770  345.63   12.8    0.0036 arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein
  k141_90218_16       K13516  246.23   12.4    0.0038 lysophospholipid acyltransferase 7 [EC:2.3.1.-]
  k141_90218_16       K15582  361.47   12.3    0.0059 oligopeptide transport system permease protein
  k141_90218_16       K02046  280.87   11.9    0.0086 sulfate/thiosulfate transport system permease protein
  k141_90218_16       K10006  231.83   11.8     0.017 glutamate transport system permease protein
  k141_90218_16       K05814  356.53   11.7    0.0093 sn-glycerol 3-phosphate transport system permease protein
  k141_90218_16       K02037  258.07   11.5     0.011 phosphate transport system permease protein
  k141_90218_16       K10002  255.87   11.4      0.02 glutamate/aspartate transport system permease protein
  k141_90218_16       K23057  326.57   10.5     0.038 putative lysine/arginine/ornithine/histidine/octopine transport system permease protein
  k141_90218_16       K12369  473.17    9.4      0.06 dipeptide transport system permease protein
  k141_90218_16       K17077  422.47    9.3     0.056 arginine/lysine/histidine transport system permease protein
  k141_90218_16       K00227  129.23    9.3     0.055 Delta7-sterol 5-desaturase [EC:1.14.19.20]
  k141_90218_16       K02026  266.97    8.6     0.081 multiple sugar transport system permease protein
  k141_90218_16       K10037  535.87    8.3     0.075 glutamine transport system permease protein
  k141_90218_16       K10040  257.10    7.9       0.2 aspartate/glutamate/glutamine transport system permease protein
  k141_90218_16       K02029  216.97    7.6      0.15 polar amino acid transport system permease protein
  k141_90218_16       K02034  250.20    6.8      0.27 peptide/nickel transport system permease protein
  k141_90218_16       K10036  582.17    6.7      0.24 glutamine transport system substrate-binding protein
  k141_90218_16       K15581  351.47    5.6      0.66 oligopeptide transport system permease protein
  k141_90218_16       K02033  272.33    5.6      0.81 peptide/nickel transport system permease protein
  k141_90218_16       K16962  257.43    3.0       8.1 putative S-methylcysteine transport system permease protein
  k141_90218_16       K01992   16.03    2.5       5.4 ABC-2 type transport system permease protein
  k141_90218_16       K07052   31.67    0.2        42 CAAX protease family protein
  k141_90218_17       K05567  120.23    9.3     0.087 multicomponent Na+:H+ antiporter subunit C
  k141_90218_17       K14713  328.27    6.3      0.49 solute carrier family 39 (zinc transporter), member 7
  k141_90218_17       K02034  250.20    1.6       9.6 peptide/nickel transport system permease protein
  k141_90218_17       K02004   50.73    1.1        11 putative ABC transport system permease protein
  k141_90218_18       K21000  144.17  132.3   2.4e-39 polysaccharide biosynthesis protein PslG
  k141_90218_18       K21919  145.07   50.4   1.7e-14 BTB/POZ domain-containing protein KCTD9
  k141_90218_18       K15352  379.07   46.0   3.6e-13 secreted effector protein PipB2
  k141_90218_18       K18555  121.37   31.7   1.2e-08 fluoroquinolone resistance protein
  k141_90218_18       K12308  366.40   19.2   4.7e-05 beta-galactosidase [EC:3.2.1.23]
  k141_90218_18       K01181   92.93   16.6   0.00027 endo-1,4-beta-xylanase [EC:3.2.1.8]
  k141_90218_20       K14479  236.30   26.3   6.2e-07 procyclin
  k141_90218_20       K12749  395.07   14.8    0.0018 myosin light chain 3
  k141_90218_20       K08831 1157.10   13.1    0.0032 serine/threonine-protein kinase SRPK2 [EC:2.7.11.1]
  k141_90218_20       K06528  203.63   12.6     0.007 lysosomal-associated membrane protein 1/2
  k141_90218_20       K21392 1284.20   12.0     0.004 adipocyte enhancer-binding protein 1
  k141_90218_20       K24094  119.67   11.5     0.015 HCLS1-binding protein 3
  k141_90218_20       K20119  499.67   11.2     0.017 bridging integrator 2
  k141_90218_20       K12750  410.70   10.7     0.036 myosin light chain 4
  k141_90218_20       K13841  170.30   10.2     0.074 merozoite surface protein 4
  k141_90218_20       K07526 1064.40    8.4     0.057 SLIT-ROBO Rho GTPase activating protein
  k141_90218_20       K13749 1034.93    8.3     0.073 solute carrier family 24 (sodium/potassium/calcium exchanger), member 1
  k141_90218_20       K20279  498.53    8.1     0.059 synaptojanin [EC:3.1.3.36]
  k141_90218_20       K13593  159.07    6.3      0.44 cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF
  k141_90218_20       K06501  265.77    5.1       1.4 CD68 antigen
  k141_90218_20       K06449  128.03    5.0       1.2 T-cell surface glycoprotein CD2
  k141_90218_20       K19448 1530.33    4.9      0.52 Simplexvirus ribonucleoside-diphosphate reductase large subunit [EC:1.17.4.1]
  k141_90218_20       K18439 1458.10    4.6      0.61 Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1
  k141_90218_20       K25535   54.13    4.4       3.4 fibroblast growth factor-binding protein
  k141_90218_20       K20479  862.77    3.6       1.9 WASP homolog-associated protein with actin, membranes and microtubules
  k141_90218_20       K17265  728.07    3.6       3.1 Ras GTPase-activating protein-binding protein 1 [EC:5.6.2.5 5.6.2.3]
  k141_90218_20       K05720 1118.77    3.1       2.4 FYVE, RhoGEF and PH domain containing 1
  k141_90218_20       K23957  443.87    1.9       4.7 formic-like protein
  k141_90218_20       K27015  543.77    1.2        14 Crinivirus minor coat protein
* k141_40576_1        K18955   71.63   95.9   3.9e-28 WhiB family transcriptional regulator, redox-sensing transcriptional regulator
  k141_40576_1        K18958   80.57   51.6   1.5e-14 WhiB family transcriptional regulator, redox-sensing transcriptional regulator
  k141_40576_1        K18957   76.63   31.9   1.7e-08 WhiB family transcriptional regulator, redox-sensing transcriptional regulator
  k141_40576_1        K18956   99.40   21.7   2.3e-05 WhiB family transcriptional regulator, redox-sensing transcriptional regulator
* k141_40576_2        K04077  143.53  805.2  4.5e-243 chaperonin GroEL [EC:5.6.1.7]
  k141_40576_2        K22447  596.60  100.8   8.2e-30 archaeal chaperonin
  k141_40576_2        K09494  557.43   79.8   1.6e-23 T-complex protein 1 subunit beta
  k141_40576_2        K09496  591.63   73.7   1.3e-21 T-complex protein 1 subunit delta
  k141_40576_2        K09499  578.37   73.6   1.3e-21 T-complex protein 1 subunit eta
  k141_40576_2        K09497  615.40   59.9     2e-17 T-complex protein 1 subunit epsilon
  k141_40576_2        K09498  471.47   56.9   1.6e-16 T-complex protein 1 subunit zeta
  k141_40576_2        K09495  594.23   53.9   1.2e-15 T-complex protein 1 subunit gamma
  k141_40576_2        K09500  494.87   49.6   2.4e-14 T-complex protein 1 subunit theta
  k141_40576_2        K09493  595.37   38.3     7e-11 T-complex protein 1 subunit alpha
  k141_40576_2        K19401  178.67   27.5   9.4e-08 Bardet-Biedl syndrome 10 protein
  k141_40576_2        K19402  239.63   21.5   7.2e-06 Bardet-Biedl syndrome 12 protein
  k141_40576_2        K10661  261.00   17.6   9.4e-05 E3 ubiquitin-protein ligase MARCH6 [EC:2.3.2.27]
  k141_40576_2        K20521   99.33    7.4      0.14 myosin tail region-interacting protein MTI1
* k141_40576_3        K04078   33.70  152.4   1.4e-45 chaperonin GroES
  k141_40576_4        K15984   88.40   38.4   1.1e-10 16S rRNA (guanine1516-N2)-methyltransferase [EC:2.1.1.242]
  k141_40576_4        K00570   94.60   21.4   1.7e-05 phosphatidylethanolamine/phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.17 2.1.1.71]
  k141_40576_4        K18896  167.13   18.9    0.0001 glycine/sarcosine N-methyltransferase [EC:2.1.1.156]
  k141_40576_4        K02528  262.00   16.9   0.00032 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]
  k141_40576_4        K21459  142.37   16.8   0.00041 cypemycin N-terminal methyltransferase [EC:2.1.1.301]
  k141_40576_4        K16868   90.20   14.4     0.002 tellurite methyltransferase [EC:2.1.1.265]
  k141_40576_4        K00558  159.03   13.9    0.0018 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
  k141_40576_4        K00561  206.43   13.3    0.0044 23S rRNA (adenine-N6)-dimethyltransferase [EC:2.1.1.184]
  k141_40576_4        K16087  352.70   11.4    0.0086 hemoglobin/transferrin/lactoferrin receptor protein
  k141_40576_4        K00552  177.67   11.1     0.019 glycine N-methyltransferase [EC:2.1.1.20]
* k141_40576_5        K25706  417.83  507.9  3.6e-153 tRNA N6-adenosine threonylcarbamoyltransferase [EC:2.3.1.234]
  k141_40576_5        K01409  408.47  312.8   5.9e-94 N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
  k141_40576_5        K15904  594.50  204.5   2.8e-61 bifunctional N6-L-threonylcarbamoyladenine synthase / protein kinase Bud32 [EC:2.3.1.234 2.7.11.1]
  k141_40576_5        K14742   82.20   66.8   2.6e-19 tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
  k141_40576_5        K00612  202.27   38.4   7.2e-11 carbamoyltransferase [EC:2.1.3.-]
  k141_40576_5        K04656  171.57   31.3   6.1e-09 hydrogenase maturation protein HypF
  k141_40576_5        K12713  988.80   16.8   0.00019 decarbamoylnovobiocin carbamoyltransferase [EC:2.1.3.12]
  k141_40576_5        K01057  118.30   13.7    0.0038 6-phosphogluconolactonase [EC:3.1.1.31]
  k141_40576_5        K23876  266.20   12.0    0.0096 (R)-2-hydroxyacyl-CoA dehydratese activating ATPase [EC:5.6.1.9]
* k141_40576_6        K03789  100.87  153.0   1.4e-45 [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]
  k141_40576_6        K22441   92.13   74.5   1.3e-21 diamine N-acetyltransferase [EC:2.3.1.57]
  k141_40576_6        K03825  123.30   60.0   2.8e-17 L-phenylalanine/L-methionine N-acetyltransferase [EC:2.3.1.53 2.3.1.-]
  k141_40576_6        K00619  166.53   59.4   3.7e-17 amino-acid N-acetyltransferase [EC:2.3.1.1]
  k141_40576_6        K15520   95.40   54.6   1.6e-15 mycothiol synthase [EC:2.3.1.189]
  k141_40576_6        K03828  104.80   52.3   5.4e-15 putative acetyltransferase [EC:2.3.1.-]
  k141_40576_6        K24217  172.83   51.3   1.3e-14 L-amino acid N-acyltransferase [EC:2.3.1.-]
  k141_40576_6        K20793  112.57   50.2   3.5e-14 N-alpha-acetyltransferase 50 [EC:2.3.1.258 2.3.1.309]
  k141_40576_6        K20838  231.17   48.5   8.9e-14 N-acetyltransferase 8 [EC:2.3.1.80 2.3.1.-]
  k141_40576_6        K03829   89.13   48.0   1.1e-13 putative acetyltransferase [EC:2.3.1.-]
  k141_40576_6        K20791  150.97   47.0   3.2e-13 N-alpha-acetyltransferase 10/11 [EC:2.3.1.255]
  k141_40576_6        K16704   92.80   46.4   5.4e-13 dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase [EC:2.3.1.210]
  k141_40576_6        K03827  127.97   44.3     2e-12 putative acetyltransferase [EC:2.3.1.-]
  k141_40576_6        K22476   93.73   43.8   2.3e-12 N-acetylglutamate synthase [EC:2.3.1.1]
  k141_40576_6        K00657  120.90   43.0   4.4e-12 diamine N-acetyltransferase [EC:2.3.1.57]
  k141_40576_6        K00670  125.73   41.7   1.1e-11 N-alpha-acetyltransferase 30 [EC:2.3.1.256]
  k141_40576_6        K17972  160.37   41.4   1.2e-11 N-terminal acetyltransferase B complex catalytic subunit [EC:2.3.1.254]
